accession_code,accession,lga,pot_id,pot,reading,plant_id,week,trait,trait_label,value,pvfta1
15,Wudil15,Wudil,15a,a,1,15a-r1,3,LL,Leaf length (cm),7.5,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,3,NB,Number of branches,1,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,3,NL,Number of leaves,24,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,3,PH,Plant height (cm),23,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,3,SD,Stem diameter,NA,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,4,LB,Leaf breadth (cm),5.6,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,4,LL,Leaf length (cm),7.5,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,4,NB,Number of branches,1,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,4,NL,Number of leaves,24,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,4,PH,Plant height (cm),24,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,4,SD,Stem diameter,0.4,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,5,LB,Leaf breadth (cm),4.5,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,5,LL,Leaf length (cm),6,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,5,NB,Number of branches,2,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,5,NL,Number of leaves,25,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,5,PH,Plant height (cm),24,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,5,SD,Stem diameter,0.4,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,6,LB,Leaf breadth (cm),4.5,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,6,LL,Leaf length (cm),5.5,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,6,NB,Number of branches,2,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,6,NL,Number of leaves,40,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,6,PH,Plant height (cm),28,Not genotyped
15,Wudil15,Wudil,15a,a,1,15a-r1,6,SD,Stem diameter,0.4,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,2,LB,Leaf breadth (cm),7.5,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,2,LL,Leaf length (cm),13.5,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,2,NB,Number of branches,0,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,2,NL,Number of leaves,22,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,2,PH,Plant height (cm),55,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,2,SD,Stem diameter,NA,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,3,LB,Leaf breadth (cm),6.7,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,3,LL,Leaf length (cm),13.5,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,3,NB,Number of branches,1,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,3,NL,Number of leaves,61,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,3,PH,Plant height (cm),110,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,3,SD,Stem diameter,3.65,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,4,LB,Leaf breadth (cm),8.1,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,4,LL,Leaf length (cm),12,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,4,NB,Number of branches,3,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,4,NL,Number of leaves,82,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,4,PH,Plant height (cm),130,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,4,SD,Stem diameter,3.7,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,5,LB,Leaf breadth (cm),7.5,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,5,LL,Leaf length (cm),13,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,5,NB,Number of branches,3,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,5,NL,Number of leaves,122,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,5,PH,Plant height (cm),161,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,5,SD,Stem diameter,3.8,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,6,LB,Leaf breadth (cm),7.6,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,6,LL,Leaf length (cm),13.4,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,6,NB,Number of branches,3,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,6,NL,Number of leaves,134,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,6,PH,Plant height (cm),178,Not genotyped
15,Wudil15,Wudil,15a,a,2,15a-r2,6,SD,Stem diameter,3.8,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,2,LB,Leaf breadth (cm),4.7,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,2,LL,Leaf length (cm),7.2,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,2,NB,Number of branches,NA,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,2,NL,Number of leaves,25,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,2,PH,Plant height (cm),21.3,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,2,SD,Stem diameter,NA,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,3,LB,Leaf breadth (cm),6,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,3,LL,Leaf length (cm),8,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,3,NB,Number of branches,NA,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,3,NL,Number of leaves,37,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,3,PH,Plant height (cm),42.1,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,3,SD,Stem diameter,NA,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,4,LB,Leaf breadth (cm),NA,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,4,LL,Leaf length (cm),8.5,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,4,NB,Number of branches,NA,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,4,NL,Number of leaves,37,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,4,PH,Plant height (cm),43.5,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,4,SD,Stem diameter,0.51,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,5,LB,Leaf breadth (cm),3.5,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,5,LL,Leaf length (cm),5,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,5,NB,Number of branches,2,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,5,NL,Number of leaves,19,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,5,PH,Plant height (cm),29,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,5,SD,Stem diameter,0.45,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,6,LB,Leaf breadth (cm),5,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,6,LL,Leaf length (cm),5.3,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,6,NB,Number of branches,2,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,6,NL,Number of leaves,30,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,6,PH,Plant height (cm),36,Not genotyped
15,Wudil15,Wudil,15b,b,1,15b-r1,6,SD,Stem diameter,0.5,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,2,LB,Leaf breadth (cm),8,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,2,LL,Leaf length (cm),11,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,2,NB,Number of branches,0,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,2,NL,Number of leaves,24,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,2,PH,Plant height (cm),30,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,2,SD,Stem diameter,NA,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,3,LB,Leaf breadth (cm),8.9,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,3,LL,Leaf length (cm),12.7,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,3,NB,Number of branches,1,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,3,NL,Number of leaves,44,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,3,PH,Plant height (cm),110,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,3,SD,Stem diameter,3.65,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,4,LB,Leaf breadth (cm),9,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,4,LL,Leaf length (cm),11.4,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,4,NB,Number of branches,3,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,4,NL,Number of leaves,72,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,4,PH,Plant height (cm),160,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,4,SD,Stem diameter,3.65,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,5,LB,Leaf breadth (cm),8,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,5,LL,Leaf length (cm),10.5,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,5,NB,Number of branches,3,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,5,NL,Number of leaves,111,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,5,PH,Plant height (cm),231,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,5,SD,Stem diameter,3.7,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,6,LB,Leaf breadth (cm),7.6,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,6,LL,Leaf length (cm),10.2,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,6,NB,Number of branches,3,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,6,NL,Number of leaves,122,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,6,PH,Plant height (cm),260,Not genotyped
15,Wudil15,Wudil,15b,b,2,15b-r2,6,SD,Stem diameter,3.7,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,2,LB,Leaf breadth (cm),4.6,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,2,LL,Leaf length (cm),8,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,2,NB,Number of branches,NA,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,2,NL,Number of leaves,13,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,2,PH,Plant height (cm),19.3,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,2,SD,Stem diameter,NA,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,3,LB,Leaf breadth (cm),3.8,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,3,LL,Leaf length (cm),8.5,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,3,NB,Number of branches,NA,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,3,NL,Number of leaves,27,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,3,PH,Plant height (cm),22.2,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,3,SD,Stem diameter,NA,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,4,LB,Leaf breadth (cm),5.4,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,4,LL,Leaf length (cm),9,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,4,NB,Number of branches,NA,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,4,NL,Number of leaves,27,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,4,PH,Plant height (cm),22.4,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,4,SD,Stem diameter,0.48,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,5,LB,Leaf breadth (cm),5,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,5,LL,Leaf length (cm),7.5,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,5,NB,Number of branches,2,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,5,NL,Number of leaves,32,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,5,PH,Plant height (cm),24,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,5,SD,Stem diameter,0.4,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,6,LB,Leaf breadth (cm),5.5,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,6,LL,Leaf length (cm),6.9,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,6,NB,Number of branches,2,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,6,NL,Number of leaves,41,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,6,PH,Plant height (cm),30,Not genotyped
16,Darki16,Wudil,16a,a,1,16a-r1,6,SD,Stem diameter,0.45,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,2,LB,Leaf breadth (cm),7.5,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,2,LL,Leaf length (cm),12.5,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,2,NB,Number of branches,0,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,2,NL,Number of leaves,36,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,2,PH,Plant height (cm),80,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,2,SD,Stem diameter,NA,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,3,LB,Leaf breadth (cm),9,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,3,LL,Leaf length (cm),12.5,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,3,NB,Number of branches,1,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,3,NL,Number of leaves,69,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,3,PH,Plant height (cm),250,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,3,SD,Stem diameter,3.7,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,4,LB,Leaf breadth (cm),9,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,4,LL,Leaf length (cm),13,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,4,NB,Number of branches,3,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,4,NL,Number of leaves,108,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,4,PH,Plant height (cm),350,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,4,SD,Stem diameter,3.7,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,5,LB,Leaf breadth (cm),9.2,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,5,LL,Leaf length (cm),13,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,5,NB,Number of branches,3,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,5,NL,Number of leaves,127,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,5,PH,Plant height (cm),350,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,5,SD,Stem diameter,3.8,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,6,LB,Leaf breadth (cm),8.3,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,6,LL,Leaf length (cm),13.4,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,6,NB,Number of branches,3,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,6,NL,Number of leaves,140,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,6,PH,Plant height (cm),350,Not genotyped
16,Darki16,Wudil,16a,a,2,16a-r2,6,SD,Stem diameter,3.8,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,2,LB,Leaf breadth (cm),5.7,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,2,LL,Leaf length (cm),7.5,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,2,NB,Number of branches,3,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,2,NL,Number of leaves,23,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,2,PH,Plant height (cm),36.2,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,2,SD,Stem diameter,NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,3,LB,Leaf breadth (cm),6.4,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,3,LL,Leaf length (cm),9.3,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,3,NB,Number of branches,NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,3,NL,Number of leaves,32,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,3,PH,Plant height (cm),22.1,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,3,SD,Stem diameter,NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,4,LB,Leaf breadth (cm),7.4,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,4,LL,Leaf length (cm),12,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,4,NB,Number of branches,NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,4,NL,Number of leaves,42,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,4,PH,Plant height (cm),167.3,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,4,SD,Stem diameter,0.6,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,5,LB,Leaf breadth (cm),NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,5,LL,Leaf length (cm),NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,5,NB,Number of branches,NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,5,NL,Number of leaves,NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,5,PH,Plant height (cm),NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,5,SD,Stem diameter,NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,6,LB,Leaf breadth (cm),NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,6,LL,Leaf length (cm),NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,6,NB,Number of branches,NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,6,NL,Number of leaves,NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,6,PH,Plant height (cm),NA,Not genotyped
16,Darki16,Wudil,16b,b,1,16b-r1,6,SD,Stem diameter,NA,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,2,LB,Leaf breadth (cm),7.5,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,2,LL,Leaf length (cm),12.5,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,2,NB,Number of branches,0,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,2,NL,Number of leaves,36,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,2,PH,Plant height (cm),80,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,2,SD,Stem diameter,NA,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,3,LB,Leaf breadth (cm),6.9,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,3,LL,Leaf length (cm),10.2,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,3,NB,Number of branches,3,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,3,NL,Number of leaves,54,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,3,PH,Plant height (cm),150,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,3,SD,Stem diameter,3.6,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,4,LB,Leaf breadth (cm),5.5,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,4,LL,Leaf length (cm),9,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,4,NB,Number of branches,4,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,4,NL,Number of leaves,71,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,4,PH,Plant height (cm),230,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,4,SD,Stem diameter,3.65,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,5,LB,Leaf breadth (cm),7.3,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,5,LL,Leaf length (cm),11,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,5,NB,Number of branches,4,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,5,NL,Number of leaves,150,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,5,PH,Plant height (cm),250,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,5,SD,Stem diameter,3.8,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,6,LB,Leaf breadth (cm),6.1,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,6,LL,Leaf length (cm),11.4,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,6,NB,Number of branches,4,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,6,NL,Number of leaves,165,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,6,PH,Plant height (cm),262,Not genotyped
16,Darki16,Wudil,16b,b,2,16b-r2,6,SD,Stem diameter,3.8,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,2,LB,Leaf breadth (cm),5.1,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,2,LL,Leaf length (cm),7.6,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,2,NB,Number of branches,2,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,2,NL,Number of leaves,26,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,2,PH,Plant height (cm),37.1,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,2,SD,Stem diameter,NA,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,3,LB,Leaf breadth (cm),4.7,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,3,LL,Leaf length (cm),7.6,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,3,NB,Number of branches,2,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,3,NL,Number of leaves,36,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,3,PH,Plant height (cm),37.5,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,3,SD,Stem diameter,NA,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,4,LB,Leaf breadth (cm),5.6,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,4,LL,Leaf length (cm),7.6,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,4,NB,Number of branches,2,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,4,NL,Number of leaves,36,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,4,PH,Plant height (cm),37.5,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,4,SD,Stem diameter,0.52,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,5,LB,Leaf breadth (cm),3.2,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,5,LL,Leaf length (cm),5,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,5,NB,Number of branches,3,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,5,NL,Number of leaves,65,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,5,PH,Plant height (cm),32,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,5,SD,Stem diameter,0.55,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,6,LB,Leaf breadth (cm),5,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,6,LL,Leaf length (cm),5.5,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,6,NB,Number of branches,3,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,6,NL,Number of leaves,72,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,6,PH,Plant height (cm),33,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,1,17a-r1,6,SD,Stem diameter,0.57,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,2,LB,Leaf breadth (cm),7.9,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,2,LL,Leaf length (cm),11.5,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,2,NB,Number of branches,1,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,2,NL,Number of leaves,20,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,2,PH,Plant height (cm),79,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,2,SD,Stem diameter,NA,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,3,LB,Leaf breadth (cm),7.7,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,3,LL,Leaf length (cm),10.6,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,3,NB,Number of branches,2,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,3,NL,Number of leaves,62,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,3,PH,Plant height (cm),241,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,3,SD,Stem diameter,3.7,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,4,LB,Leaf breadth (cm),7.1,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,4,LL,Leaf length (cm),10.7,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,4,NB,Number of branches,3,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,4,NL,Number of leaves,81,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,4,PH,Plant height (cm),350,Not genotyped
17,Lahadin17,Dawakin Kudu,17a,a,2,17a-r2,4,SD,Stem diameter,3.7,Not genotyped
