accession_code,accession,lga,pot_id,pot,reading,plant_id,week,trait,trait_label,value,pvfta1
5,Danzabura5,Bichi,5b,b,1,5b-r1,6,NL,Number of leaves,NA,Not genotyped
5,Danzabura5,Bichi,5b,b,1,5b-r1,6,PH,Plant height (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,1,5b-r1,6,SD,Stem diameter,0.55,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,2,LB,Leaf breadth (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,2,LL,Leaf length (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,2,NB,Number of branches,0,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,2,NL,Number of leaves,NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,2,PH,Plant height (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,2,SD,Stem diameter,NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,3,LB,Leaf breadth (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,3,LL,Leaf length (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,3,NB,Number of branches,0,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,3,NL,Number of leaves,NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,3,PH,Plant height (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,3,SD,Stem diameter,NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,4,LB,Leaf breadth (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,4,LL,Leaf length (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,4,NB,Number of branches,0,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,4,NL,Number of leaves,NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,4,PH,Plant height (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,4,SD,Stem diameter,NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,5,LB,Leaf breadth (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,5,LL,Leaf length (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,5,NB,Number of branches,0,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,5,NL,Number of leaves,NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,5,PH,Plant height (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,5,SD,Stem diameter,NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,6,LB,Leaf breadth (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,6,LL,Leaf length (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,6,NB,Number of branches,0,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,6,NL,Number of leaves,NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,6,PH,Plant height (cm),NA,Not genotyped
5,Danzabura5,Bichi,5b,b,2,5b-r2,6,SD,Stem diameter,NA,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,2,LB,Leaf breadth (cm),3.6,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,2,LL,Leaf length (cm),8.4,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,2,NB,Number of branches,NA,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,2,NL,Number of leaves,13,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,2,PH,Plant height (cm),24,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,2,SD,Stem diameter,NA,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,3,LB,Leaf breadth (cm),3.8,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,3,LL,Leaf length (cm),7.9,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,3,NB,Number of branches,NA,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,3,NL,Number of leaves,13,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,3,PH,Plant height (cm),26.5,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,3,SD,Stem diameter,NA,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,4,LB,Leaf breadth (cm),4.3,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,4,LL,Leaf length (cm),8,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,4,NB,Number of branches,NA,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,4,NL,Number of leaves,14,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,4,PH,Plant height (cm),27,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,4,SD,Stem diameter,0.5,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,5,LB,Leaf breadth (cm),3.7,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,5,LL,Leaf length (cm),8,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,5,NB,Number of branches,1,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,5,NL,Number of leaves,27,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,5,PH,Plant height (cm),36,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,5,SD,Stem diameter,0.55,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,6,LB,Leaf breadth (cm),3.9,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,6,LL,Leaf length (cm),8.2,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,6,NB,Number of branches,1,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,6,NL,Number of leaves,36,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,6,PH,Plant height (cm),36,Not genotyped
6,Bichi6,Bichi,6a,a,1,6a-r1,6,SD,Stem diameter,0.55,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,2,LB,Leaf breadth (cm),5.5,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,2,LL,Leaf length (cm),6.8,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,2,NB,Number of branches,2,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,2,NL,Number of leaves,26,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,2,PH,Plant height (cm),92,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,2,SD,Stem diameter,NA,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,3,LB,Leaf breadth (cm),6.4,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,3,LL,Leaf length (cm),10.4,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,3,NB,Number of branches,3,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,3,NL,Number of leaves,84,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,3,PH,Plant height (cm),162,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,3,SD,Stem diameter,3.9,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,4,LB,Leaf breadth (cm),7.3,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,4,LL,Leaf length (cm),7.7,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,4,NB,Number of branches,4,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,4,NL,Number of leaves,109,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,4,PH,Plant height (cm),260,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,4,SD,Stem diameter,3.7,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,5,LB,Leaf breadth (cm),7.6,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,5,LL,Leaf length (cm),10,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,5,NB,Number of branches,2,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,5,NL,Number of leaves,21,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,5,PH,Plant height (cm),260,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,5,SD,Stem diameter,3.8,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,6,LB,Leaf breadth (cm),7.9,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,6,LL,Leaf length (cm),6.8,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,6,NB,Number of branches,2,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,6,NL,Number of leaves,18,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,6,PH,Plant height (cm),260,Not genotyped
6,Bichi6,Bichi,6a,a,2,6a-r2,6,SD,Stem diameter,3.8,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,2,LB,Leaf breadth (cm),4.7,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,2,LL,Leaf length (cm),7.3,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,2,NB,Number of branches,2,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,2,NL,Number of leaves,14,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,2,PH,Plant height (cm),26.4,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,2,SD,Stem diameter,NA,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,3,LB,Leaf breadth (cm),6,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,3,LL,Leaf length (cm),9,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,3,NB,Number of branches,2,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,3,NL,Number of leaves,24,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,3,PH,Plant height (cm),27,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,3,SD,Stem diameter,NA,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,4,LB,Leaf breadth (cm),6.2,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,4,LL,Leaf length (cm),10.2,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,4,NB,Number of branches,3,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,4,NL,Number of leaves,24,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,4,PH,Plant height (cm),27.3,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,4,SD,Stem diameter,0.5,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,5,LB,Leaf breadth (cm),5.5,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,5,LL,Leaf length (cm),7.5,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,5,NB,Number of branches,3,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,5,NL,Number of leaves,25,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,5,PH,Plant height (cm),28,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,5,SD,Stem diameter,0.5,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,6,LB,Leaf breadth (cm),5.4,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,6,LL,Leaf length (cm),7,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,6,NB,Number of branches,3,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,6,NL,Number of leaves,36,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,6,PH,Plant height (cm),29.5,Not genotyped
6,Bichi6,Bichi,6b,b,1,6b-r1,6,SD,Stem diameter,0.52,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,2,LB,Leaf breadth (cm),5.6,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,2,LL,Leaf length (cm),10.2,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,2,NB,Number of branches,3,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,2,NL,Number of leaves,35,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,2,PH,Plant height (cm),70,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,2,SD,Stem diameter,NA,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,3,LB,Leaf breadth (cm),6,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,3,LL,Leaf length (cm),9.3,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,3,NB,Number of branches,4,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,3,NL,Number of leaves,73,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,3,PH,Plant height (cm),104,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,3,SD,Stem diameter,3.7,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,4,LB,Leaf breadth (cm),5.8,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,4,LL,Leaf length (cm),8.3,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,4,NB,Number of branches,4,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,4,NL,Number of leaves,94,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,4,PH,Plant height (cm),143,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,4,SD,Stem diameter,3.7,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,5,LB,Leaf breadth (cm),5.7,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,5,LL,Leaf length (cm),8,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,5,NB,Number of branches,4,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,5,NL,Number of leaves,81,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,5,PH,Plant height (cm),143,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,5,SD,Stem diameter,3.7,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,6,LB,Leaf breadth (cm),5.85,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,6,LL,Leaf length (cm),7.2,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,6,NB,Number of branches,4,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,6,NL,Number of leaves,73,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,6,PH,Plant height (cm),143,Not genotyped
6,Bichi6,Bichi,6b,b,2,6b-r2,6,SD,Stem diameter,3.7,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,2,LB,Leaf breadth (cm),2.9,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,2,LL,Leaf length (cm),4.6,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,2,NB,Number of branches,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,2,NL,Number of leaves,13,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,2,PH,Plant height (cm),20.1,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,2,SD,Stem diameter,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,3,LB,Leaf breadth (cm),3.2,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,3,LL,Leaf length (cm),5.9,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,3,NB,Number of branches,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,3,NL,Number of leaves,17,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,3,PH,Plant height (cm),22,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,3,SD,Stem diameter,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,4,LB,Leaf breadth (cm),4.3,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,4,LL,Leaf length (cm),8.5,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,4,NB,Number of branches,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,4,NL,Number of leaves,23,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,4,PH,Plant height (cm),24.1,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,4,SD,Stem diameter,0.45,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,5,LB,Leaf breadth (cm),5.4,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,5,LL,Leaf length (cm),9,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,5,NB,Number of branches,1,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,5,NL,Number of leaves,32,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,5,PH,Plant height (cm),41,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,5,SD,Stem diameter,0.5,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,6,LB,Leaf breadth (cm),5.8,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,6,LL,Leaf length (cm),8.6,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,6,NB,Number of branches,1,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,6,NL,Number of leaves,28,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,6,PH,Plant height (cm),52,Not genotyped
7,Sumailia7,Sumaila,7a,a,1,7a-r1,6,SD,Stem diameter,0.55,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,2,LB,Leaf breadth (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,2,LL,Leaf length (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,2,NB,Number of branches,0,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,2,NL,Number of leaves,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,2,PH,Plant height (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,2,SD,Stem diameter,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,3,LB,Leaf breadth (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,3,LL,Leaf length (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,3,NB,Number of branches,0,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,3,NL,Number of leaves,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,3,PH,Plant height (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,3,SD,Stem diameter,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,4,LB,Leaf breadth (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,4,LL,Leaf length (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,4,NB,Number of branches,0,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,4,NL,Number of leaves,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,4,PH,Plant height (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,4,SD,Stem diameter,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,5,LB,Leaf breadth (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,5,LL,Leaf length (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,5,NB,Number of branches,0,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,5,NL,Number of leaves,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,5,PH,Plant height (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,5,SD,Stem diameter,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,6,LB,Leaf breadth (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,6,LL,Leaf length (cm),5.9,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,6,NB,Number of branches,0,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,6,NL,Number of leaves,NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,6,PH,Plant height (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7a,a,2,7a-r2,6,SD,Stem diameter,NA,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,2,LB,Leaf breadth (cm),4.2,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,2,LL,Leaf length (cm),6.4,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,2,NB,Number of branches,NA,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,2,NL,Number of leaves,21,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,2,PH,Plant height (cm),16.6,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,2,SD,Stem diameter,NA,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,3,LB,Leaf breadth (cm),4.2,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,3,LL,Leaf length (cm),7.8,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,3,NB,Number of branches,NA,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,3,NL,Number of leaves,23,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,3,PH,Plant height (cm),18,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,3,SD,Stem diameter,NA,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,4,LB,Leaf breadth (cm),4.6,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,4,LL,Leaf length (cm),8,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,4,NB,Number of branches,NA,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,4,NL,Number of leaves,25,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,4,PH,Plant height (cm),22.3,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,4,SD,Stem diameter,0.46,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,5,LB,Leaf breadth (cm),4.4,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,5,LL,Leaf length (cm),7,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,5,NB,Number of branches,1,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,5,NL,Number of leaves,73,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,5,PH,Plant height (cm),24,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,5,SD,Stem diameter,0.6,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,6,LB,Leaf breadth (cm),4.4,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,6,LL,Leaf length (cm),8.1,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,6,NB,Number of branches,1,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,6,NL,Number of leaves,79,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,6,PH,Plant height (cm),26,Not genotyped
7,Sumailia7,Sumaila,7b,b,1,7b-r1,6,SD,Stem diameter,0.6,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,2,LB,Leaf breadth (cm),6.5,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,2,LL,Leaf length (cm),8.5,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,2,NB,Number of branches,0,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,2,NL,Number of leaves,23,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,2,PH,Plant height (cm),43,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,2,SD,Stem diameter,NA,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,3,LB,Leaf breadth (cm),7,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,3,LL,Leaf length (cm),11.3,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,3,NB,Number of branches,0,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,3,NL,Number of leaves,51,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,3,PH,Plant height (cm),160,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,3,SD,Stem diameter,3.6,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,4,LB,Leaf breadth (cm),6.2,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,4,LL,Leaf length (cm),10.3,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,4,NB,Number of branches,0,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,4,NL,Number of leaves,65,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,4,PH,Plant height (cm),260,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,4,SD,Stem diameter,3.55,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,5,LB,Leaf breadth (cm),3.7,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,5,LL,Leaf length (cm),7.5,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,5,NB,Number of branches,0,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,5,NL,Number of leaves,10,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,5,PH,Plant height (cm),260,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,5,SD,Stem diameter,3.65,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,6,LB,Leaf breadth (cm),5.6,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,6,LL,Leaf length (cm),NA,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,6,NB,Number of branches,0,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,6,NL,Number of leaves,8,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,6,PH,Plant height (cm),260,Not genotyped
7,Sumailia7,Sumaila,7b,b,2,7b-r2,6,SD,Stem diameter,3.65,Not genotyped
8,Gani8,Sumaila,8a,a,1,8a-r1,2,LB,Leaf breadth (cm),4.3,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,2,LL,Leaf length (cm),8.5,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,2,NB,Number of branches,1,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,2,NL,Number of leaves,26,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,2,PH,Plant height (cm),23.4,Amplified
8,Gani8,Sumaila,8a,a,1,8a-r1,2,SD,Stem diameter,NA,Amplified
